Contig	Domain	Phylum	Class	Order	Family	Genus	Species
NODE_4524_length_6081_cov_21.981580	Unidentified						
NODE_4524_length_7013_cov_39.207243	Unidentified						
NODE_4529_length_4857_cov_19.873594	Unidentified						
NODE_4529_length_5979_cov_13.394159	Unidentified						
NODE_452_length_22184_cov_6.981292	Unidentified						
NODE_4530_length_4997_cov_31.456091	Unidentified						
NODE_4534_length_4856_cov_14.282441	Unidentified						
NODE_4535_length_6076_cov_23.307092	Unidentified						
NODE_4537_length_6888_cov_10.015367	Unidentified						
NODE_453_length_22055_cov_22.630773	Unidentified						
NODE_4542_length_6218_cov_26.105144	Unidentified						
NODE_4549_length_6068_cov_21.421420	Unidentified						
NODE_454_length_19066_cov_10.503761	Unidentified						
NODE_4553_length_6066_cov_8.413076	Unidentified						
NODE_4554_length_4350_cov_6.293830	Unidentified						
NODE_4554_length_4846_cov_11.932373	Unidentified						
NODE_4556_length_6207_cov_8.493336	Unidentified						
NODE_4557_length_6406_cov_4.192096	Unidentified						
NODE_4557_length_6878_cov_72.869705	Unidentified						
NODE_4558_length_5195_cov_6.799611	Unidentified						
NODE_4558_length_6201_cov_142.452001	Unidentified						
NODE_4559_length_4842_cov_27.343639	Unidentified						
NODE_4569_length_5952_cov_13.506190	Unidentified						
NODE_456_length_22000_cov_20.823513	Unidentified						
NODE_4571_length_6859_cov_11.865814	Unidentified						
NODE_4573_length_5663_cov_6.044936	Unidentified						
NODE_4577_length_5084_cov_6.947703	Unidentified						
NODE_457_length_21486_cov_144.523401	Unidentified						
NODE_457_length_23718_cov_144.436631	Unidentified						
NODE_4587_length_6846_cov_14.424385	Unidentified						
NODE_458_length_16959_cov_10.326905	Unidentified						
NODE_458_length_21987_cov_21.372834	Unidentified						
NODE_458_length_23712_cov_5.819208	Unidentified						
NODE_4591_length_4821_cov_13.011330	Unidentified						
NODE_4591_length_6044_cov_24.704792	Unidentified						
NODE_4596_length_5650_cov_10.472744	Unidentified						
NODE_459_length_17524_cov_15.547370	Unidentified						
NODE_459_length_21936_cov_13.557927	Unidentified						
NODE_45_length_45999_cov_7.129114	Unidentified						
NODE_45_length_56231_cov_9.747632	Unidentified						
NODE_45_length_88890_cov_144.631260	Unidentified						
NODE_4606_length_6833_cov_71.115963	Unidentified						
NODE_460_length_19021_cov_10.957608	Unidentified						
NODE_460_length_21930_cov_11.586926	Unidentified						
NODE_460_length_23641_cov_151.223353	Unidentified						
NODE_4611_length_5642_cov_10.390728	Unidentified						
NODE_4613_length_6027_cov_102.067314	Unidentified						
NODE_4615_length_6824_cov_23.039297	Unidentified						
NODE_461_length_16889_cov_13.139895	Unidentified						
NODE_461_length_18970_cov_9.845308	Unidentified						
NODE_461_length_21406_cov_139.224626	Unidentified						
NODE_4627_length_5901_cov_13.768902	Unidentified						
NODE_4629_length_6019_cov_7.758887	Unidentified						
NODE_462_length_16995_cov_4.518949	Unidentified						
NODE_462_length_21404_cov_10.669680	Unidentified						
NODE_462_length_24165_cov_40.099336	Unidentified						
NODE_4632_length_5456_cov_5.384188	Unidentified						
NODE_464_length_20059_cov_10.041042	Unidentified						
NODE_464_length_21807_cov_12.173363	Unidentified						
NODE_464_length_23485_cov_13.115280	Unidentified						
NODE_4651_length_6800_cov_6.279911	Unidentified						
NODE_4654_length_5133_cov_9.446633	Unidentified						
NODE_4667_length_4776_cov_16.716797	Unidentified						
NODE_4671_length_4896_cov_36.828341	Unidentified						
NODE_4672_length_5432_cov_4.849358	Unidentified						
NODE_4672_length_6881_cov_7.765163	Unidentified						
NODE_467_length_21789_cov_86.758581	Unidentified						
NODE_467_length_23427_cov_6.051857	Unidentified						
NODE_467_length_24086_cov_37.381049	Unidentified						
NODE_4689_length_6075_cov_137.023422	Unidentified						
NODE_468_length_15937_cov_10.983566	Unidentified						
NODE_468_length_16763_cov_11.670517	Unidentified						
NODE_468_length_17364_cov_15.714657	Unidentified						
NODE_468_length_19014_cov_7.638800	Unidentified						
NODE_468_length_21303_cov_10.500565	Unidentified						
NODE_468_length_23422_cov_82.223692	Unidentified						
NODE_4690_length_6760_cov_68.034899	Unidentified						
NODE_4694_length_5962_cov_19.793465	Unidentified						
NODE_4696_length_6756_cov_13.114013	Unidentified						
NODE_469_length_16676_cov_11.632513	Unidentified						
NODE_46_length_43114_cov_8.917346	Unidentified						
NODE_46_length_45942_cov_7.888073	Unidentified						
NODE_46_length_55913_cov_10.018064	Unidentified						
NODE_46_length_88433_cov_82.113705	Unidentified						
NODE_4705_length_5104_cov_4.061992	Unidentified						
NODE_4708_length_6176_cov_36.964058	Unidentified						
NODE_4708_length_6748_cov_139.623039	Unidentified						
NODE_4709_length_6746_cov_84.485129	Unidentified						
NODE_470_length_21747_cov_17.535497	Unidentified						
NODE_470_length_23375_cov_12.283619	Unidentified						
NODE_4711_length_5946_cov_32.675777	Unidentified						
NODE_4715_length_6743_cov_13.039474	Unidentified						
NODE_4716_length_5945_cov_19.291511	Unidentified						
NODE_4718_length_4750_cov_12.443450	Unidentified						
NODE_4718_length_6741_cov_9.925366	Unidentified						
NODE_4728_length_6047_cov_9.057744	Unidentified						
NODE_472_length_21659_cov_20.790826	Unidentified						
NODE_4741_length_4849_cov_12.332708	Unidentified						
NODE_4743_length_5558_cov_11.786844	Unidentified						
NODE_4745_length_6035_cov_137.004682	Unidentified						
NODE_4749_length_6713_cov_6.238961	Unidentified						
NODE_474_length_18641_cov_31.351232	Unidentified						
NODE_474_length_21639_cov_24.270246	Unidentified						
NODE_4750_length_6712_cov_13.407240	Unidentified						
NODE_4752_length_4841_cov_10.802549	Unidentified						
NODE_4756_length_5921_cov_7.848108	Unidentified						
NODE_4759_length_6697_cov_75.160193	Unidentified						
NODE_475_length_21602_cov_11.111802	Unidentified						
NODE_475_length_24009_cov_40.190198	Unidentified						
NODE_4761_length_4731_cov_14.164243	Unidentified						
NODE_4763_length_5806_cov_15.529821	Unidentified						
NODE_4767_length_4729_cov_11.198545	Unidentified						
NODE_4767_length_5062_cov_3.078690	Unidentified						
NODE_476_length_18610_cov_9.957532	Unidentified						
NODE_476_length_19682_cov_9.427065	Unidentified						
NODE_476_length_21198_cov_8.759116	Unidentified						
NODE_4775_length_6684_cov_10.933323	Unidentified						
NODE_4777_length_4724_cov_14.278646	Unidentified						
NODE_4779_length_5051_cov_3.653122	Unidentified						
NODE_477_length_23930_cov_41.353801	Unidentified						
NODE_4780_length_5906_cov_7.827380	Unidentified						
NODE_4781_length_4721_cov_10.944706	Unidentified						
NODE_4781_length_6008_cov_7.021670	Unidentified						
NODE_4784_length_5374_cov_4.480917	Unidentified						
NODE_4787_length_6676_cov_9.674520	Unidentified						
NODE_478_length_21551_cov_25.020004	Unidentified						
NODE_4790_length_6769_cov_45.134793	Unidentified						
NODE_479_length_21539_cov_21.400112	Unidentified						
NODE_479_length_23156_cov_20.759145	Unidentified						
NODE_47_length_42586_cov_9.588724	Unidentified						
NODE_47_length_54087_cov_9.570606	Unidentified						
NODE_47_length_69461_cov_15.688773	Unidentified						
NODE_4800_length_5365_cov_4.122034	Unidentified						
NODE_4810_length_5984_cov_138.965424	Unidentified						
NODE_4811_length_5515_cov_10.951465	Unidentified						
NODE_4812_length_6743_cov_42.459779	Unidentified						
NODE_4817_length_4702_cov_10.275016	Unidentified						
NODE_481_length_15785_cov_18.345391	Unidentified						
NODE_481_length_21147_cov_156.817988	Unidentified						
NODE_481_length_21457_cov_23.317447	Unidentified						
NODE_4825_length_5765_cov_10.608932	Unidentified						
NODE_4829_length_5871_cov_8.395461	Unidentified						
NODE_482_length_17098_cov_14.549199	Unidentified						
NODE_4832_length_6630_cov_23.588289	Unidentified						
NODE_4834_length_6629_cov_9.834195	Unidentified						
NODE_4835_length_5868_cov_8.155341	Unidentified						
NODE_4837_length_6719_cov_44.192827	Unidentified						
NODE_4842_length_4691_cov_18.885677	Unidentified						
NODE_484_length_15733_cov_11.469448	Unidentified						
NODE_484_length_23072_cov_75.833992	Unidentified						
NODE_4851_length_5960_cov_10.404064	Unidentified						
NODE_4859_length_6604_cov_12.194992	Unidentified						
NODE_4861_length_6155_cov_3.518525	Unidentified						
NODE_4864_length_6601_cov_22.627406	Unidentified						
NODE_486_length_18412_cov_30.972000	Unidentified						
NODE_4871_length_4670_cov_12.928277	Unidentified						
NODE_4873_length_5322_cov_4.707613	Unidentified						
NODE_4878_length_5932_cov_8.965288	Unidentified						
NODE_487_length_19488_cov_8.655226	Unidentified						
NODE_487_length_22999_cov_70.661524	Unidentified						
NODE_488_length_15681_cov_17.381480	Unidentified						
NODE_488_length_18399_cov_32.820432	Unidentified						
NODE_4894_length_6669_cov_8.168431	Unidentified						
NODE_489_length_18394_cov_10.715851	Unidentified						
NODE_48_length_49813_cov_142.307448	Unidentified						
NODE_4901_length_6572_cov_12.822311	Unidentified						
NODE_4905_length_6568_cov_67.421925	Unidentified						
NODE_4907_length_6017_cov_34.131499	Unidentified						
NODE_490_length_17008_cov_15.114670	Unidentified						
NODE_490_length_21356_cov_100.820713	Unidentified						
NODE_4912_length_4648_cov_16.255824	Unidentified						
NODE_4915_length_4731_cov_12.531009	Unidentified						
NODE_4919_length_6115_cov_4.253630	Unidentified						
NODE_4925_length_4725_cov_10.380728	Unidentified						
NODE_4929_length_4722_cov_11.962717	Unidentified						
NODE_492_length_16485_cov_4.886488	Unidentified						
NODE_492_length_19346_cov_11.220880	Unidentified						
NODE_4933_length_6551_cov_13.199200	Unidentified						
NODE_4937_length_5896_cov_8.944359	Unidentified						
NODE_4938_length_5799_cov_11.579387	Unidentified						
NODE_4948_length_4626_cov_22.092540	Unidentified						
NODE_494_length_20887_cov_9.765313	Unidentified						
NODE_494_length_21508_cov_6.672260	Unidentified						
NODE_4951_length_4830_cov_11.953089	Unidentified						
NODE_4952_length_6623_cov_9.138094	Unidentified						
NODE_4957_length_5884_cov_143.776634	Unidentified						
NODE_4958_length_6528_cov_9.068747	Unidentified						
NODE_495_length_20878_cov_131.135667	Unidentified						
NODE_495_length_21294_cov_18.201799	Unidentified						
NODE_4965_length_5877_cov_139.059258	Unidentified						
NODE_4965_length_6616_cov_4.692425	Unidentified						
NODE_4967_length_4931_cov_9.557014	Unidentified						
NODE_4968_length_4618_cov_18.872014	Unidentified						
NODE_4969_length_5779_cov_8.559748	Unidentified						
NODE_4974_length_5669_cov_18.721589	Unidentified						
NODE_4975_length_5872_cov_5.180677	Unidentified						
NODE_497_length_19259_cov_10.233858	Unidentified						
NODE_498_length_21246_cov_17.710302	Unidentified						
NODE_4990_length_5405_cov_9.381121	Unidentified						
NODE_4996_length_5763_cov_7.738612	Unidentified						
NODE_4999_length_5945_cov_38.105772	Unidentified						
NODE_4999_length_6591_cov_8.390147	Unidentified						
NODE_499_length_21244_cov_94.465430	Unidentified						
NODE_499_length_22815_cov_147.841125	Unidentified						
NODE_49_length_39590_cov_10.026205	Unidentified						
NODE_49_length_68048_cov_16.810569	Unidentified						
NODE_49_length_85893_cov_155.439409	Unidentified						
NODE_4_length_414440_cov_93.702926	Unidentified						
NODE_4_length_92506_cov_9.627154	Unidentified						
NODE_5004_length_5756_cov_98.864585	Unidentified						
NODE_5006_length_6491_cov_11.272996	Unidentified						
NODE_500_length_16865_cov_10.319810	Unidentified						
NODE_500_length_18197_cov_11.619832	Unidentified						
NODE_500_length_18386_cov_7.199062	Unidentified						
NODE_5011_length_5840_cov_139.443561	Unidentified						
NODE_5013_length_4670_cov_30.733911	Unidentified						
NODE_5015_length_6485_cov_9.563297	Unidentified						
NODE_5016_length_5838_cov_8.791112	Unidentified						
NODE_5022_length_6479_cov_11.895081	Unidentified						
NODE_5024_length_4592_cov_18.054882	Unidentified						
NODE_502_length_16059_cov_10.906773	Unidentified						
NODE_5030_length_4586_cov_15.302141	Unidentified						
NODE_5030_length_5829_cov_144.750433	Unidentified						
NODE_5037_length_5735_cov_7.488732	Unidentified						
NODE_5038_length_5233_cov_4.909618	Unidentified						
NODE_503_length_20739_cov_137.739170	Unidentified						
NODE_503_length_21151_cov_24.483267	Unidentified						
NODE_5044_length_4895_cov_6.941529	Unidentified						
NODE_5049_length_6460_cov_13.779859	Unidentified						
NODE_504_length_16381_cov_4.670954	Unidentified						
NODE_504_length_19085_cov_7.761167	Unidentified						
NODE_5050_length_5224_cov_4.002708	Unidentified						
NODE_5051_length_4891_cov_9.507237	Unidentified						
NODE_505_length_21004_cov_27.034274	Unidentified						
NODE_505_length_22716_cov_74.712855	Unidentified						
NODE_5062_length_5217_cov_6.661565	Unidentified						
NODE_5062_length_5798_cov_5.383597	Unidentified						
NODE_5067_length_4768_cov_5.953533	Unidentified						
NODE_5069_length_6444_cov_11.208953	Unidentified						
NODE_5069_length_6539_cov_42.314929	Unidentified						
NODE_506_length_20969_cov_96.851774	Unidentified						
NODE_5074_length_4562_cov_23.731307	Unidentified						
NODE_5074_length_5213_cov_4.805739	Unidentified						
NODE_5075_length_5704_cov_24.942114	Unidentified						
NODE_5076_length_5994_cov_4.173093	Unidentified						
NODE_5078_length_4762_cov_6.785001	Unidentified						
NODE_5078_length_5701_cov_23.162947	Unidentified						
NODE_507_length_16727_cov_9.023932	Unidentified						
NODE_507_length_20925_cov_23.685338	Unidentified						
NODE_5081_length_6437_cov_26.574898	Unidentified						
NODE_5087_length_5360_cov_8.611122	Unidentified						
NODE_5089_length_4555_cov_13.351333	Unidentified						
NODE_508_length_20910_cov_23.732438	Unidentified						
NODE_5090_length_4555_cov_12.579333	Unidentified						
NODE_5092_length_5773_cov_7.953655	Unidentified						
NODE_5094_length_6427_cov_12.348399	Unidentified						
NODE_5095_length_5356_cov_11.223731	Unidentified						
NODE_509_length_20897_cov_27.928414	Unidentified						
NODE_50_length_55770_cov_40.675168	Unidentified						
NODE_50_length_67026_cov_24.385331	Unidentified						
NODE_5100_length_5355_cov_9.528302	Unidentified						
NODE_5108_length_6416_cov_22.614054	Unidentified						
NODE_510_length_19020_cov_9.460163	Unidentified						
NODE_5113_length_5196_cov_4.590352	Unidentified						
NODE_5117_length_4541_cov_19.910834	Unidentified						
NODE_511_length_22596_cov_74.206158	Unidentified						
NODE_5120_length_5751_cov_21.622893	Unidentified						
NODE_5124_length_6404_cov_5.814144	Unidentified						
NODE_5129_length_5573_cov_13.792860	Unidentified						
NODE_512_length_19017_cov_10.040502	Unidentified						
NODE_512_length_20601_cov_11.352915	Unidentified						
NODE_512_length_20687_cov_23.686652	Unidentified						
NODE_512_length_23106_cov_40.764305	Unidentified						
NODE_5130_length_5341_cov_11.890276	Unidentified						
NODE_5138_length_4835_cov_4.091213	Unidentified						
NODE_5139_length_5739_cov_5.283779	Unidentified						
NODE_513_length_15340_cov_8.657704	Unidentified						
NODE_513_length_18021_cov_27.538684	Unidentified						
NODE_5143_length_4832_cov_3.800921	Unidentified						
NODE_5144_length_5657_cov_94.895573	Unidentified						
NODE_5145_length_6386_cov_12.142474	Unidentified						
NODE_5147_length_5736_cov_4.941912	Unidentified						
NODE_5151_length_5653_cov_23.450518	Unidentified						
NODE_5151_length_6379_cov_168.653700	Unidentified						
NODE_5153_length_4521_cov_13.054411	Unidentified						
NODE_515_length_15718_cov_11.649301	Unidentified						
NODE_515_length_20585_cov_8.823965	Unidentified						
NODE_5161_length_5647_cov_7.460837	Unidentified						
NODE_5164_length_5166_cov_5.012913	Unidentified						
NODE_5164_length_6368_cov_11.877079	Unidentified						
NODE_5167_length_4819_cov_6.210537	Unidentified						
NODE_5167_length_5713_cov_137.784553	Unidentified						
NODE_5169_length_5318_cov_10.825005	Unidentified						
NODE_517_length_18924_cov_10.223170	Unidentified						
NODE_5180_length_4505_cov_14.328090	Unidentified						
NODE_5188_length_5634_cov_94.887794	Unidentified						
NODE_518_length_18101_cov_7.279342	Unidentified						
NODE_5196_length_5691_cov_145.099894	Unidentified						
NODE_5197_length_5691_cov_144.076650	Unidentified						
NODE_51_length_81433_cov_13.371857	Unidentified						
