KO_ID	Function Name	AL1	AL3	AL4	CH1	CH2	CH3	SG1	SG2	SG3	SG4	SG5	SGT1	SGT2	SGT3	YG1	YG2	YG3
K14728	phthiodiolone/phenolphthiodiolone dimycocerosates ketoreductase [EC:1.2.-.-]	1	1	0	0	0	0	3	2	2	1	0	0	0	1	2	0	1
K14733	limonene 1,2-monooxygenase [EC:1.14.13.107]	2	2	3	2	2	0	0	2	0	3	1	2	3	3	4	1	0
K14742	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB	4	9	11	15	8	5	11	9	6	10	8	9	12	9	10	9	5
K14747	benzoylacetate-CoA ligase [EC:6.2.1.-]	1	1	1	2	0	0	2	0	0	0	2	0	2	2	0	1	2
K14749	ethylbenzene dioxygenase beta subunit [EC:1.14.12.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
K14753	guanine nucleotide-binding protein subunit beta-2-like 1 protein	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
K14759	isochorismate synthase / 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase / 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase / O-succinylbenzoate synthase [EC:5.4.4.2 2.2.1.9 4.2.99.20 4.2.1.113]	1	1	1	1	1	0	1	1	1	0	1	1	1	1	2	1	2
K14761	ribosome-associated protein	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
K14763	H/ACA ribonucleoprotein complex non-core subunit NAF1	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	1	0
K14766	nucleolar protein 14	1	1	1	2	2	0	3	1	2	2	1	1	2	1	2	1	2
K14767	U3 small nucleolar RNA-associated protein 3	1	1	1	1	1	0	1	1	1	2	1	1	1	1	2	2	1
K14768	U3 small nucleolar RNA-associated protein 7	2	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
K14769	U3 small nucleolar RNA-associated protein 11	0	1	1	0	0	0	0	1	1	1	1	1	0	0	1	1	1
K14771	U3 small nucleolar RNA-associated protein 19	0	1	1	1	1	0	1	1	1	1	1	1	1	0	2	1	2
K14772	U3 small nucleolar RNA-associated protein 20	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1
K14773	U3 small nucleolar RNA-associated protein 23	1	1	1	1	0	0	1	1	1	2	1	1	1	1	1	1	0
K14774	U3 small nucleolar RNA-associated protein 25	2	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
K14775	ribosome biogenesis protein UTP30	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1
K14776	ATP-dependent RNA helicase DDX10/DBP4 [EC:3.6.4.13]	0	1	1	1	0	0	0	1	1	2	1	1	1	1	1	1	1
K14777	ATP-dependent RNA helicase DDX47/RRP3 [EC:3.6.4.13]	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1
K14778	ATP-dependent RNA helicase DDX49/DBP8 [EC:3.6.4.13]	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1
K14779	ATP-dependent RNA helicase DDX52/ROK1 [EC:3.6.4.13]	1	1	1	1	0	0	0	1	1	1	1	1	0	0	1	1	0
K14780	ATP-dependent RNA helicase DHX37/DHR1 [EC:3.6.4.13]	1	2	2	1	0	0	2	1	3	2	2	1	2	2	2	2	3
K14782	protein AATF/BFR2	1	1	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1
K14785	ESF2/ABP1 family protein	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K14786	protein KRI1	1	1	2	1	0	0	1	1	0	1	1	1	2	2	1	1	1
K14787	multiple RNA-binding domain-containing protein 1	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1	1	1
K14788	ribosome biogenesis protein ENP2	1	1	1	0	2	0	1	1	1	2	0	1	1	1	1	1	1
K14791	periodic tryptophan protein 1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
K14792	rRNA biogenesis protein RRP5	2	3	4	4	2	0	2	3	4	5	3	3	3	2	2	3	4
K14793	ribosomal RNA-processing protein 9	0	1	1	0	1	0	1	1	1	0	1	1	0	0	1	0	1
K14794	ribosomal RNA-processing protein 12	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1
K14795	ribosomal RNA-processing protein 36	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1
K14797	essential nuclear protein 1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
K14798	protein LTV1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1
K14799	pre-rRNA-processing protein TSR1	2	2	1	1	1	0	1	1	1	1	1	1	1	0	1	1	2
K14800	pre-rRNA-processing protein TSR2	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0
K14801	pre-rRNA-processing protein TSR4	0	1	0	1	0	0	0	1	1	1	1	1	1	1	0	2	1
K14802	phospholipid-transporting ATPase [EC:3.6.3.1]	1	2	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0
K14805	ATP-dependent RNA helicase DDX24/MAK5 [EC:3.6.4.13]	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
K14806	ATP-dependent RNA helicase DDX31/DBP7 [EC:3.6.4.13]	1	1	2	1	0	0	1	1	1	2	1	1	1	1	1	1	1
K14807	ATP-dependent RNA helicase DDX51/DBP6 [EC:3.6.4.13]	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	2
K14808	ATP-dependent RNA helicase DDX54/DBP10 [EC:3.6.4.13]	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2
K14809	ATP-dependent RNA helicase DDX55/SPB4 [EC:3.6.4.13]	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	0
K14810	ATP-dependent RNA helicase DDX56/DBP9 [EC:3.6.4.13]	1	1	2	1	0	0	1	1	1	1	1	1	1	1	1	1	1
K14811	ATP-dependent RNA helicase DBP3 [EC:3.6.4.13]	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
K14815	mRNA turnover protein 4	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
K14816	pre-60S factor REI1	0	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1
K14818	ribosome assembly protein SQT1	0	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	0
K14819	dual specificity phosphatase 12 [EC:3.1.3.16 3.1.3.48]	1	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0
K14820	ribosome biogenesis protein BRX1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
K14821	bud site selection protein 20	0	1	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1
K14823	rRNA-processing protein EBP2	1	1	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1
K14824	ribosome biogenesis protein ERB1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
K14831	protein MAK16	0	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1
K14832	ribosome biogenesis protein MAK21	1	1	1	1	0	0	2	1	1	1	1	1	2	1	1	1	1
K14833	nucleolar complex protein 2	1	1	1	1	0	0	1	1	0	1	1	1	1	0	0	1	1
K14834	nucleolar complex protein 3	1	1	1	1	0	0	1	1	1	1	1	1	1	2	1	1	1
K14835	ribosomal RNA methyltransferase Nop2 [EC:2.1.1.-]	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0
K14837	nucleolar protein 12	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1
K14838	nucleolar protein 15	0	1	1	0	1	0	1	0	0	1	0	1	1	1	0	1	1
K14842	ribosome biogenesis protein NSA2	1	1	2	1	0	1	1	1	1	1	1	1	1	1	1	1	1
K14843	pescadillo	0	2	2	2	2	0	2	2	3	2	2	2	2	2	3	2	0
K14844	pumilio homology domain family member 6	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	1	1
K14846	ribosome production factor 1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
K14847	ribosome production factor 2	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1
K14848	ribosome assembly protein RRB1	2	2	1	2	0	0	1	2	1	2	2	2	2	1	1	2	1
K14849	ribosomal RNA-processing protein 1	1	1	1	1	1	0	0	1	1	0	1	0	0	0	1	0	1
K14850	ribosomal RNA-processing protein 8 [EC:2.1.1.287]	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	1
K14852	regulator of ribosome biosynthesis	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
K14855	ribosome assembly protein 4	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1
K14856	protein SDA1	1	1	1	1	0	0	1	1	3	1	1	1	1	0	1	1	2
K14857	AdoMet-dependent rRNA methyltransferase SPB1 [EC:2.1.1.-]	1	2	2	1	0	0	2	1	1	1	1	1	1	1	2	1	2
K14859	ribosome biogenesis protein SSF1/2	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1
K14863	ribosome biogenesis protein YTM1	0	1	1	1	0	0	1	1	1	1	1	1	1	2	1	1	1
K14864	tRNA (cytidine32/guanosine34-2'-O)-methyltransferase [EC:2.1.1.205]	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K14941	2-phospho-L-lactate guanylyltransferase [EC:2.7.7.68]	19	29	36	31	27	10	24	24	16	26	31	16	34	31	35	22	19
K14950	cation-transporting ATPase 13A1 [EC:3.6.3.-]	1	1	1	2	0	0	2	1	2	1	1	1	1	2	1	1	1
K14952	UDP-MurNAc hydroxylase	4	4	0	3	2	0	1	1	0	3	1	1	2	1	7	1	3
K14962	COMPASS component SWD2	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
K14963	COMPASS component SWD3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
K14965	protein dpy-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
K14977	(S)-ureidoglycine aminohydrolase [EC:3.5.3.26]	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K14980	two-component system, OmpR family, sensor histidine kinase ChvG [EC:2.7.13.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K14981	two-component system, OmpR family, response regulator ChvI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
K14986	two-component system, LuxR family, sensor kinase FixL [EC:2.7.13.3]	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0
K14998	surfeit locus 1 family protein	0	2	0	3	2	1	0	1	0	1	1	1	1	2	0	0	1
K15012	two-component system, response regulator RegA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K15016	enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35]	46	74	85	70	58	24	64	59	33	64	80	38	65	73	86	54	46
K15024	putative phosphotransacetylase [EC:2.3.1.8]	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K15026	translation initiation factor 2A	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
K15027	translation initiation factor 2D	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0
K15029	translation initiation factor 3 subunit L	2	2	2	2	2	0	2	2	2	2	2	2	2	0	3	2	2
K15033	peptidyl-tRNA hydrolase ICT1 [EC:3.1.1.29]	0	1	1	1	0	0	0	1	0	0	0	1	1	1	1	1	1
K15034	ribosome-associated protein	2	3	1	3	3	2	2	4	1	3	3	3	1	2	4	2	2
K15040	voltage-dependent anion channel protein 2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
K15058	2-aminophenol/2-amino-5-chlorophenol 1,6-dioxygenase alpha subunit	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
K15066	vanillate/3-O-methylgallate O-demethylase	7	6	11	18	10	2	14	13	7	14	16	6	16	17	9	8	6
K15067	2-aminomuconate deaminase [EC:3.5.99.5]	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K15078	structure-specific endonuclease subunit SLX1 [EC:3.6.1.-]	1	1	1	1	0	0	0	1	1	1	1	1	0	0	1	0	1
K15083	DNA repair protein RAD16	2	2	1	2	1	0	2	2	3	2	2	2	2	3	3	2	0
K15084	solute carrier family 25 (mitochondrial carrier protein), member 16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
K15085	solute carrier family 25, member 42	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1
K15095	(+)-neomenthol dehydrogenase [EC:1.1.1.208]	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0
K15100	solute carrier family 25 (mitochondrial citrate transporter), member 1	1	1	2	2	1	0	1	1	1	1	1	1	1	1	1	1	1
K15102	solute carrier family 25 (mitochondrial phosphate transporter), member 3	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0
K15104	solute carrier family 25 (mitochondrial oxoglutarate transporter), member 11	1	1	0	1	0	0	1	1	1	1	1	1	1	0	0	1	0
K15108	solute carrier family 25 (mitochondrial thiamine pyrophosphate transporter), member 19	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1	0	1
K15109	solute carrier family 25 (mitochondrial carnitine/acylcarnitine transporter), member 20/29	1	2	2	2	0	0	0	2	2	2	2	2	2	2	1	2	1
K15111	solute carrier family 25 (mitochondrial S-adenosylmethionine transporter), member 26	2	2	2	2	1	0	1	2	2	2	3	2	2	2	2	2	3
K15113	solute carrier family 25 (mitochondrial iron transporter), member 28/37	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	2
K15115	solute carrier family 25 (mitochondrial folate transporter), member 32	2	2	2	2	2	0	0	2	2	2	2	2	2	1	1	2	2
K15118	solute carrier family 25, member 38	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
K15119	solute carrier family 25, member 39/40	0	0	1	1	1	0	1	0	1	1	0	0	1	0	0	0	1
K15121	solute carrier family 25, member 44	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
K15125	filamentous hemagglutinin	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
K15128	mediator of RNA polymerase II transcription subunit 6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
K15171	transcription elongation factor SPT4	1	1	0	1	0	0	1	1	1	1	1	1	1	0	1	1	0
K15172	transcription elongation factor SPT5	1	2	1	2	1	0	1	1	1	1	1	1	1	1	1	1	1
K15175	parafibromin	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1
K15190	7SK snRNA methylphosphate capping enzyme [EC:2.1.1.-]	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1
K15192	TATA-binding protein-associated factor [EC:3.6.4.-]	2	1	1	2	0	0	2	1	4	1	1	1	2	1	1	1	2
K15196	transcription factor IIIB 90 kDa subunit	1	1	2	1	0	0	1	1	1	1	1	1	1	1	1	1	1
K15201	general transcription factor 3C polypeptide 3 (transcription factor C subunit 4)	1	1	1	0	1	0	1	1	1	0	1	1	1	1	2	1	0
K15216	RNA polymerase I-specific transcription initiation factor RRN3	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1
K15226	arogenate dehydrogenase (NADP+) [EC:1.3.1.78]	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
K15227	arogenate dehydrogenase (NADP+), plant [EC:1.3.1.78]	1	1	1	0	0	0	1	1	1	1	1	1	1	0	0	1	1
K15232	citryl-CoA synthetase large subunit [EC:6.2.1.18]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
K15234	citryl-CoA lyase [EC:4.1.3.34]	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	1
K15255	ATP-dependent DNA helicase PIF1 [EC:3.6.4.12]	1	1	1	0	0	0	1	1	0	1	0	1	1	1	1	1	1
K15256	tRNA (cmo5U34)-methyltransferase [EC:2.1.1.-]	7	6	7	6	4	1	3	5	2	3	4	5	7	3	4	3	4
K15257	tRNA (mo5U34)-methyltransferase [EC:2.1.1.-]	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0
K15269	probable blue pigment (indigoidine) exporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
K15271	ATP-dependent DNA helicase HFM1/MER3 [EC:3.6.4.12]	1	1	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1
K15272	solute carrier family 35 (UDP-sugar transporter), member A1/2/3	2	2	2	2	0	0	1	2	2	2	2	2	2	1	2	2	2
K15276	solute carrier family 35 (adenosine 3'-phospho 5'-phosphosulfate transporter), member B2	0	2	2	1	0	0	0	2	2	2	1	2	2	1	2	2	2
K15277	solute carrier family 35 (adenosine 3'-phospho 5'-phosphosulfate transporter), member B3	2	2	2	1	1	0	1	2	2	2	2	3	2	1	2	2	3
K15280	solute carrier family 35, member C2	0	1	0	1	0	0	0	1	1	1	2	1	1	0	1	1	0
K15283	solute carrier family 35, member E1	1	2	2	1	0	0	2	2	2	2	2	2	2	1	2	2	1
K15285	solute carrier family 35, member E3	2	2	2	2	0	0	2	2	2	2	3	2	2	2	2	2	1
K15289	solute carrier family 35, member F5	1	1	1	0	0	0	0	1	0	0	1	1	1	0	1	1	1
K15292	syntaxin-binding protein 1	0	1	1	1	0	0	1	1	1	0	1	1	1	1	1	2	1
K15296	alpha-soluble NSF attachment protein	1	1	2	1	0	0	1	1	1	2	1	1	1	0	1	1	1
K15305	vacuole morphology and inheritance protein 14	0	1	1	1	0	0	1	1	1	2	1	1	2	1	1	1	1
K15306	Ran-binding protein 1	1	1	1	0	0	0	1	1	1	0	0	1	0	1	1	1	1
K15323	tRNA-splicing endonuclease subunit Sen34 [EC:3.1.27.9]	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1
K15334	multisite-specific tRNA:(cytosine-C5)-methyltransferase [EC:2.1.1.202]	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0
K15340	DNA cross-link repair 1A protein	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
K15342	CRISP-associated protein Cas1	28	48	51	46	33	17	30	39	28	41	51	32	41	39	59	35	28
K15356	GDP-mannose transporter	0	2	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1
K15357	N-formylmaleamate deformylase [EC:3.5.1.106]	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K15358	enamidase [EC:3.5.2.18]	1	2	0	1	1	1	1	1	1	1	1	1	1	1	1	2	2
K15362	fanconi anemia group J protein [EC:3.6.4.12]	1	1	1	1	1	0	1	1	2	2	1	1	1	1	1	1	1
K15363	fanconi-associated nuclease 1 [EC:3.1.21.- 3.1.4.1]	1	1	1	1	0	0	1	1	1	1	0	1	1	1	2	1	1
K15371	glutamate dehydrogenase [EC:1.4.1.2]	1	4	4	7	2	2	3	3	1	4	2	2	2	6	4	5	2
K15372	taurine---2-oxoglutarate transaminase [EC:2.6.1.55]	23	30	27	19	20	7	20	19	9	21	22	11	20	17	23	16	19
K15377	solute carrier family 44 (choline transporter-like protein), member 2/4/5	1	2	2	1	0	0	1	2	1	2	2	2	2	2	1	2	3
K15382	solute carrier family 50 (sugar transporter)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
K15383	MtN3 and saliva related transmembrane protein	1	0	0	0	0	1	0	2	1	0	0	0	0	0	1	0	1
K15396	tRNA (cytidine32/uridine32-2'-O)-methyltransferase [EC:2.1.1.200]	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
K15408	cytochrome c oxidase subunit I+III [EC:1.9.3.1]	26	36	41	39	28	9	22	33	9	31	40	19	42	32	42	27	21
K15423	serine/threonine-protein phosphatase 4 catalytic subunit [EC:3.1.3.16]	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1	1	1
K15429	tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]	23	27	40	34	26	8	22	30	15	29	29	12	33	33	34	28	15
K15430	tRNA (guanine10-N2)-methyltransferase [EC:2.1.1.214]	0	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1
K15433	RLL motif containing protein 1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1
K15434	protein FAM98B	1	1	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1
K15436	transportin-3	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1
K15437	aminoacyl tRNA synthase complex-interacting multifunctional protein 1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0
K15441	tRNA-specific adenosine deaminase 2 [EC:3.5.4.-]	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1
K15442	tRNA-specific adenosine deaminase 3	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0
K15445	tRNA (guanine9-N1)-methyltransferase [EC:2.1.1.221]	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0
K15448	multifunctional methyltransferase subunit TRM112	0	1	1	1	0	0	1	1	1	1	0	1	0	1	1	1	1
K15449	tRNA wybutosine-synthesizing protein 1 [EC:4.1.3.44]	16	21	22	29	17	7	19	19	7	18	20	6	31	24	28	14	12
K15451	tRNA wybutosine-synthesizing protein 4 [EC:2.1.1.290 2.3.1.231]	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
K15452	tRNA pseudouridine synthase 2 [EC:5.4.99.-]	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1
K15460	tRNA1Val (adenine37-N6)-methyltransferase [EC:2.1.1.223]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K15461	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein [EC:2.1.1.61 1.5.-.-]	0	0	0	1	2	0	1	0	0	1	1	0	1	2	1	1	0
K15463	tRNA A64-2'-O-ribosylphosphate transferase [EC:2.4.2.-]	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
K15495	molybdate/tungstate transport system substrate-binding protein	23	32	32	18	18	10	18	20	12	21	29	13	25	28	23	23	15
K15496	molybdate/tungstate transport system permease protein	15	21	22	18	14	8	17	16	10	14	21	11	30	27	16	20	8
K15497	molybdate/tungstate transport system ATP-binding protein [EC:3.6.3.- 3.6.3.55]	3	4	6	11	5	3	9	5	2	6	9	5	12	9	5	6	4
K15498	serine/threonine-protein phosphatase 6 catalytic subunit [EC:3.1.3.16]	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	0
K15504	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K15505	DNA repair protein RAD5 [EC:3.6.4.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
K15507	21S rRNA (GM2251-2'-O)-methyltransferase [EC:2.1.1.-]	1	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0
K15509	sulfopropanediol 3-dehydrogenase [EC:1.1.1.308]	3	3	5	3	2	0	1	4	1	3	5	2	3	3	2	2	1
K15510	coenzyme F420-dependent glucose-6-phosphate dehydrogenase [EC:1.1.98.2]	8	9	9	13	7	0	10	6	5	8	11	8	10	13	11	7	7
K15515	sulfoacetaldehyde dehydrogenase [EC:1.2.1.81]	4	5	8	4	7	4	3	4	2	6	6	3	2	2	6	4	5
K15520	mycothiol synthase [EC:2.3.1.189]	3	3	2	1	2	2	1	2	1	2	1	1	1	1	3	1	3
K15521	D-inositol-3-phosphate glycosyltransferase [EC:2.4.1.250]	2	4	1	1	1	1	1	2	2	2	1	1	2	3	2	1	3
K15524	mannosylglycerate hydrolase [EC:3.2.1.170]	4	6	7	4	4	2	4	3	2	4	4	4	4	2	4	4	3
K15525	N-acetyl-1-D-myo-inositol-2-amino-2-deoxy-alpha-D-glucopyranoside deacetylase [EC:3.5.1.103]	2	2	2	1	2	2	1	2	1	2	1	1	1	1	2	1	2
K15526	L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase [EC:6.3.1.13]	2	3	2	1	2	2	1	2	1	2	1	1	1	1	2	2	3
K15527	cysteate synthase [EC:2.5.1.76]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K15532	unsaturated rhamnogalacturonyl hydrolase [EC:3.2.1.172]	3	0	1	5	2	1	4	3	0	1	2	2	5	4	6	5	4
K15539	cytoskeleton protein RodZ	1	2	2	5	3	1	0	3	0	2	2	2	3	1	2	3	1
K15542	polyadenylation factor subunit 2	1	1	1	1	0	0	0	1	1	1	1	2	1	0	1	1	1
K15544	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 [EC:3.1.3.16]	1	1	1	1	0	0	1	1	1	2	2	1	1	0	1	1	1
K15552	taurine transport system permease protein	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K15554	sulfonate transport system permease protein	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K15555	sulfonate transport system ATP-binding protein [EC:3.6.3.-]	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K15559	regulator of Ty1 transposition protein 103	0	1	1	1	0	0	1	1	0	1	1	1	0	0	1	1	1
K15562	serine/threonine-protein kinase BUR1 [EC:2.7.11.22 2.7.11.23]	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
K15576	nitrate/nitrite transport system substrate-binding protein	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
K15577	nitrate/nitrite transport system permease protein	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
K15578	nitrate/nitrite transport system ATP-binding protein [EC:3.6.3.-]	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
K15580	oligopeptide transport system substrate-binding protein	1	2	0	1	0	0	0	2	0	1	0	0	0	2	2	1	1
K15581	oligopeptide transport system permease protein	0	0	0	2	0	0	0	0	0	2	0	0	0	1	1	0	0
K15582	oligopeptide transport system permease protein	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0
K15583	oligopeptide transport system ATP-binding protein	4	1	0	0	1	0	0	1	0	0	1	0	1	1	0	3	3
K15601	lysine-specific demethylase 3 [EC:1.14.11.-]	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1
K15629	fatty-acid peroxygenase [EC:1.11.2.4]	3	4	6	1	3	2	4	4	3	5	4	4	1	2	5	5	7
K15633	2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	30	40	45	57	36	19	36	38	14	43	37	22	50	40	46	41	30
K15634	probable phosphoglycerate mutase [EC:5.4.2.12]	17	28	34	26	25	21	30	32	15	34	28	25	27	26	35	26	22
K15635	2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	4	7	9	6	5	5	5	6	4	6	6	4	4	5	11	6	7
K15637	serine/threonine-protein phosphatase PGAM5 [EC:3.1.3.16]	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
K15643	myxalamid-type polyketide synthase MxaB	0	0	0	2	0	4	5	0	1	1	8	3	6	0	0	0	0
K15650	non-haem Fe2+, alpha-ketoglutarate-dependent halogenase	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
K15652	3-dehydroshikimate dehydratase [EC:4.2.1.118]	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K15687	E3 ubiquitin-protein ligase makorin [EC:2.3.2.27]	0	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	1
K15710	E3 ubiquitin-protein ligase SHPRH [EC:3.6.4.- 2.3.2.27]	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	1	1
K15724	iron-sulfur cluster insertion protein	0	1	0	4	2	0	0	1	0	1	1	1	2	2	1	0	0
K15725	outer membrane protein, cobalt-zinc-cadmium efflux system	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1
