KO_ID,Level_a,Level_b,Pathway,Function
K22680,Brite hierarchies,Signaling and cellular processes,Lectins ,c-type lectin domain family 2 member A
K22681,Brite hierarchies,Signaling and cellular processes,Lectins ,c-type lectin domain family 2 member L
K17518,Brite hierarchies,Signaling and cellular processes,Lectins ,C-type lectin-like domain family 1
K10078,Brite hierarchies,Signaling and cellular processes,Lectins ,chondrolectin
K17519,Brite hierarchies,Signaling and cellular processes,Lectins ,C-type lectin domain family 3 member A
K17520,Brite hierarchies,Signaling and cellular processes,Lectins ,C-type lectin domain family 3 member B
K17521,Brite hierarchies,Signaling and cellular processes,Lectins ,C-type lectin domain family 11 member A
K17528,Brite hierarchies,Signaling and cellular processes,Lectins ,C-type lectin domain family 14 member A
K22682,Brite hierarchies,Signaling and cellular processes,Lectins ,c-type lectin domain family 18
K06748,Brite hierarchies,Signaling and cellular processes,Lectins ,sialic acid binding Ig-like lectin 8
K06749,Brite hierarchies,Signaling and cellular processes,Lectins ,sialic acid binding Ig-like lectin 10
K06750,Brite hierarchies,Signaling and cellular processes,Lectins ,sialic acid binding Ig-like lectin 11
K10079,Brite hierarchies,Signaling and cellular processes,Lectins ,sialic acid binding Ig-like lectin 12
K24328,Brite hierarchies,Signaling and cellular processes,Lectins ,sialic acid binding Ig-like lectin 13
K24329,Brite hierarchies,Signaling and cellular processes,Lectins ,sialic acid binding Ig-like lectin 14
K16352,Brite hierarchies,Signaling and cellular processes,Lectins ,sialic acid binding Ig-like lectin 15
K24330,Brite hierarchies,Signaling and cellular processes,Lectins ,sialic acid binding Ig-like lectin 16
K10083,Brite hierarchies,Signaling and cellular processes,Lectins ,"lectin, mannose-binding 2-like"
K10090,Brite hierarchies,Signaling and cellular processes,Lectins ,galectin-2
K10091,Brite hierarchies,Signaling and cellular processes,Lectins ,galectin-4
K17522,Brite hierarchies,Signaling and cellular processes,Lectins ,galectin-5
K10092,Brite hierarchies,Signaling and cellular processes,Lectins ,galectin-7
K10093,Brite hierarchies,Signaling and cellular processes,Lectins ,galectin-9
K13334,Brite hierarchies,Signaling and cellular processes,Lectins ,eosinophil lysophospholipase (galectin-10) [EC:3.1.1.5]
K10095,Brite hierarchies,Signaling and cellular processes,Lectins ,galectin-12
K10096,Brite hierarchies,Signaling and cellular processes,Lectins ,galectin-13
K10097,Brite hierarchies,Signaling and cellular processes,Lectins ,galectin-14
K10098,Brite hierarchies,Signaling and cellular processes,Lectins ,calreticulin 3
K10104,Brite hierarchies,Signaling and cellular processes,Lectins ,ficolin
K17523,Brite hierarchies,Signaling and cellular processes,Lectins ,chitinase-3-like protein 1/2
K17524,Brite hierarchies,Signaling and cellular processes,Lectins ,chitinase 3-like 3/4
K17525,Brite hierarchies,Signaling and cellular processes,Lectins ,chitinase domain-containing protein 1
K17526,Brite hierarchies,Signaling and cellular processes,Lectins ,oviduct-specific glycoprotein
K17527,Brite hierarchies,Signaling and cellular processes,Lectins ,intelectin
K23688,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,breast cancer anti-estrogen resistance protein 3
K23694,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,GRB2-related adapter protein
K23695,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,growth factor receptor-bound protein 7
K23696,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,growth factor receptor-bound protein 14
K23697,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,SH2 domain-containing adapter protein B/D/E/F
K23698,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,src-like-adapter
K23699,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,hematopoietic SH2 domain-containing protein
K23689,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,SH2 domain-containing protein 3A
K23690,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,SH2 domain-containing protein 3C
K23701,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,SH2 domain-containing protein 5
K23710,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,abi gene family member 3
K23702,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,metastasis-associated in colon cancer protein 1
K16655,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,melanoma inhibitory activity protein
K23703,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,melanoma inhibitory activity protein 2
K23704,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,transport and golgi organization protein 1
K23705,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,SAM and SH3 domain-containing protein 1
K23706,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,SAM and SH3 domain-containing protein 3
K23707,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,SAM domain-containing protein SAMSN-1
K23708,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,sorbin and SH3 domain-containing protein 2
K23709,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,vinexin
K23711,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,SH3 and cysteine-rich domain-containing protein
K23712,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,SH3 and cysteine-rich domain-containing protein 2
K23713,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,SH3 and cysteine-rich domain-containing protein 3
K23714,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,SH3 domain-containing protein 19
K23715,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,SH3 domain-containing protein 21
K23716,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,vexin
K23739,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,SH3-domain binding protein 5
K23740,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,SH3 domain-binding glutamic acid-rich protein
K16847,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,T-lymphoma invasion and metastasis-inducing protein 2
K05721,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,"FYVE, RhoGEF and PH domain containing 2"
K05723,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,"FYVE, RhoGEF and PH domain containing 4"
K05724,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,"FYVE, RhoGEF and PH domain containing 5/6"
K23780,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,GRB2-associated-binding protein 3
K23781,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,Arf-GAP with dual PH domain-containing protein
K23782,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,actin filament associated protein 1-like
K08283,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,collagen type IV alpha-3-binding protein
K17083,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,kindlin 2
K23792,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,myosin phosphatase Rho-interacting protein
K23793,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,pleckstrin homology-like domain family A
K23794,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,pleckstrin homology-like domain family B
K23795,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,interactor protein for cytohesin exchange factors 1
K15370,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,inactive phospholipase C-like protein 2
K23796,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,pleckstrin homology domain-containing family A member 1/2
K23797,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,pleckstrin homology domain-containing family A member 4/5/6/7
K23857,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,pleckstrin homology domain-containing family B
K23858,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,pleckstrin homology domain-containing family F
K23859,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,pleckstrin homology domain-containing family G member 1/2/3
K23860,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,pleckstrin homology domain-containing family G member 4
K23861,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,pleckstrin homology domain-containing family G member 6
K24020,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,pleckstrin homology domain-containing family H
K24021,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,pleckstrin homology domain-containing family J
K24022,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,pleckstrin homology domain-containing family O
K24023,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,Ras-specific guanine nucleotide-releasing factor RalGPS
K24024,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,rhotekin
K24025,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,signal-transducing adaptor protein 1
K24026,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,signal-transducing adaptor protein 2
K24027,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,protein melted
K14752,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,docking protein 1
K24036,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,docking protein 3
K24037,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,docking protein 4/5/6
K24038,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,docking protein 7
K24039,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,fibroblast growth factor receptor substrate 3
K24035,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,amyloid beta A4 precursor protein-binding family A member 3
K04530,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,amyloid beta A4 precursor protein-binding family B member 2
K23898,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,reticulocalbin-1
K23899,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,reticulocalbin-2
K23900,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,reticulocalbin-3
K23901,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,calumenin
K23849,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,calcium-binding protein 7/8
K23838,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,calcium and integrin-binding protein 3
K23839,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,calcium and integrin-binding protein 4
K23850,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,cornulin
K23851,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,EF-hand calcium-binding domain-containing protein 6
K23853,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,EF-hand calcium-binding domain-containing protein 11
K23843,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,"calcium uptake protein 3, mitochondrial"
K23854,Brite hierarchies,Signaling and cellular processes,Domain-containing proteins not elsewhere classified ,N-terminal EF-hand calcium-binding protein
